"IdClient","GroupeClient","NomClient","CategorieNomClient","ContactPrincipal","Telephone","SiteWeb","MethodeLivraison","VilleEtat"
"132","Jouets à queue","Jouets Tailspin (Minidoka, ID)","Boutique de nouveautés","Akanksha Sarma","(208) 555-0100","http://www.tailspintoys.com/Minidoka","Voiture de livraison","Minidoka (Idaho)"
"133","Jouets à queue","Jouets Tailspin (Plage du lac Érié, État de New York)","Boutique de nouveautés","Aïno Kallas","(212) 555-0100","http://www.tailspintoys.com/LakeErieBeach","Voiture de livraison","Plage du lac Érié (New York)"
"134","Jouets à queue","Jouets Tailspin (Tavares, Floride)","Boutique de nouveautés","An Dung Phung","(239) 555-0100","http://www.tailspintoys.com/Tavares","Voiture de livraison","Tavares (Floride)"
"135","Jouets à queue","Jouets Tailspin (Terre du Lac, MO)","Boutique de nouveautés","Gaurav Sikdar","(314) 555-0100","http://www.tailspintoys.com/TerreduLac","Voiture de livraison","Terre du Lac (Missouri)"
"136","Jouets à queue","Jouets Tailspin (Mont Montgomery, NV)","Boutique de nouveautés","Anirban Sen","(702) 555-0100","http://www.tailspintoys.com/MountMontgomery","Voiture de livraison","Mont Montgomery (Nevada)"
"137","Jouets à queue","Jouets Tailspin (Carbonville, UT)","Boutique de nouveautés","Chandrakanta Benjaree","(385) 555-0100","http://www.tailspintoys.com/Carbonville","Voiture de livraison","Carbonville (Utah)"
"138","Jouets à queue","Jouets Tailspin (Navassa, Caroline du Nord)","Boutique de nouveautés","Badari Chadalavada","(252) 555-0100","http://www.tailspintoys.com/Navassa","Voiture de livraison","Navasse (Caroline du Nord)"
"139","Jouets à queue","Jouets Tailspin (Hardeeville, Caroline du Sud)","Boutique de nouveautés","Gabriele Udinesi","(803) 555-0100","http://www.tailspintoys.com/Hardeeville","Voiture de livraison","Hardeeville (Caroline du Sud)"
"140","Jouets à queue","Jouets Tailspin (Furley, KS)","Boutique de nouveautés","Malais PrabhupÄ da","(316) 555-0100","http://www.tailspintoys.com/Furley","Voiture de livraison","Furley (Kansas)"
"141","Jouets à queue","Jouets Tailspin (Arrow Rock, MO)","Boutique de nouveautés","Hédi Koppel","(314) 555-0100","http://www.tailspintoys.com/ArrowRock","Voiture de livraison","Arrow Rock (Missouri)"
"142","Jouets à queue","Jouets Tailspin (King Cove, AK)","Boutique de nouveautés","Denisa Ioveanu","(907) 555-0100","http://www.tailspintoys.com/KingCove","Voiture de livraison","Anse King (Alaska)"
"143","Jouets à queue","Jouets Tailspin (Ashtabula, OH)","Boutique de nouveautés","Václav Polaskova","(216) 555-0100","http://www.tailspintoys.com/Ashtabula","Voiture de livraison","Ashtabula (Ohio)"
"144","Jouets à queue","Jouets Tailspin (Larose, LA)","Boutique de nouveautés","Pramod Nishad","(225) 555-0100","http://www.tailspintoys.com/Larose","Voiture de livraison","Larose (Louisiane)"
"145","Jouets à queue","Jouets Tailspin (Manahawkin, New Jersey)","Boutique de nouveautés","Prasong Tuntayakul","(201) 555-0100","http://www.tailspintoys.com/Manahawkin","Voiture de livraison","Manahawkin (New Jersey)"
"146","Jouets à queue","Jouets Tailspin (Belgreen, AL)","Boutique de nouveautés","Aija Zvaigzne","(205) 555-0100","http://www.tailspintoys.com/Belgreen","Voiture de livraison","Belgreen (Alabama)"
"147","Jouets à queue","Jouets Tailspin (Fishtail, MT)","Boutique de nouveautés","Gilbert Pelland","(406) 555-0100","http://www.tailspintoys.com/Fishtail","Voiture de livraison","Queue de poisson (Montana)"
"148","Jouets à queue","Jouets Tailspin (Baraboo, WI)","Boutique de nouveautés","Marcella Napolitani","(262) 555-0100","http://www.tailspintoys.com/Baraboo","Voiture de livraison","Baraboo (Wisconsin)"
"149","Jouets à queue","Jouets Tailspin (Inguadona, Minnesota)","Boutique de nouveautés","Femke Hollenberg","(218) 555-0100","http://www.tailspintoys.com/Inguadona","Voiture de livraison","Inguadona (Minnesota)"
"150","Jouets à queue","Tailspin Toys (Corfou, NY)","Boutique de nouveautés","Brita Jarvi","(212) 555-0100","http://www.tailspintoys.com/Corfou","Voiture de livraison","Corfou (New York)"
"151","Jouets à queue","Jouets Tailspin (Antares, Arizona)","Boutique de nouveautés","Donato Araujo","(480) 555-0100","http://www.tailspintoys.com/Antares","Voiture de livraison","Antarès (Arizona)"
"152","Jouets à queue","Jouets Tailspin (Sun River, MT)","Boutique de nouveautés","Alexandre Jarvi","(406) 555-0100","http://www.tailspintoys.com/SunRiver","Voiture de livraison","Sun River (Montana)"
"153","Jouets à queue","Jouets Tailspin (Marcell, Minnesota)","Boutique de nouveautés","Malati Shenoy","(218) 555-0100","http://www.tailspintoys.com/Marcell","Voiture de livraison","Marcell (Minnesota)"
"154","Jouets à queue","Jouets Tailspin (Eden Valley, Minnesota)","Boutique de nouveautés","Gui Hyun Ji","(218) 555-0100","http://www.tailspintoys.com/EdenValley","Voiture de livraison","Vallée d'Eden (Minnesota)"
"155","Jouets à queue","Jouets Tailspin (Arbor Vitae, WI)","Boutique de nouveautés","Michal Polaskova","(262) 555-0100","http://www.tailspintoys.com/ArborVitae","Voiture de livraison","Arbour Vitae (Wisconsin)"
"156","Jouets à queue","Jouets Tailspin (Hollywood Park, Texas)","Boutique de nouveautés","Dilara Ayhan","(210) 555-0100","http://www.tailspintoys.com/HollywoodPark","Voiture de livraison","Parc Hollywood (Texas)"
"157","Jouets à queue","Jouets Tailspin (Saks, AL)","Boutique de nouveautés","Pierre Maciás","(205) 555-0100","http://www.tailspintoys.com/Saks","Voiture de livraison","Saks (Alabama)"
"158","Jouets à queue","Jouets Tailspin (Donner, LA)","Boutique de nouveautés","Kurt Lukes","(225) 555-0100","http://www.tailspintoys.com/Donner","Voiture de livraison","Donner (Louisiane)"
"159","Jouets à queue","Jouets Tailspin (Saint Louis Park, Minnesota)","Boutique de nouveautés","Béatrice Morsure","(218) 555-0100","http://www.tailspintoys.com/SaintLouisPark","Voiture de livraison","Parc Saint-Louis (Minnesota)"
"160","Jouets à queue","Jouets Tailspin (Crary, ND)","Boutique de nouveautés","Bishwanath Ghosh","(701) 555-0100","http://www.tailspintoys.com/Crary","Voiture de livraison","Crary (Dakota du Nord)"
"161","Jouets à queue","Jouets Tailspin (Aspen Park, Colorado)","Boutique de nouveautés","Gianguido Lucchesi","(303) 555-0100","http://www.tailspintoys.com/AspenPark","Voiture de livraison","Parc Aspen (Colorado)"
"162","Jouets à queue","Jouets Tailspin (Glen Park, État de New York)","Boutique de nouveautés","Nu Bach","(212) 555-0100","http://www.tailspintoys.com/GlenPark","Voiture de livraison","Glen Park (New York)"
"163","Jouets à queue","Jouets Tailspin (Panaca, NV)","Boutique de nouveautés","Ivonna Ene","(702) 555-0100","http://www.tailspintoys.com/Panaca","Voiture de livraison","Panaca (Nevada)"
"164","Jouets à queue","Jouets Tailspin (Rothsville, Pennsylvanie)","Boutique de nouveautés","Ceyhun Sahin","(215) 555-0100","http://www.tailspintoys.com/Rothsville","Voiture de livraison","Rothsville (Pennsylvanie)"
"165","Jouets à queue","Jouets Tailspin (Topstone, CT)","Boutique de nouveautés","Tian Peng","(203) 555-0100","http://www.tailspintoys.com/Topstone","Voiture de livraison","Pierre supérieure (Connecticut)"
"166","Jouets à queue","Jouets Tailspin (McCamey, Texas)","Boutique de nouveautés","Vlastimil Bohuslav","(210) 555-0100","http://www.tailspintoys.com/McCamey","Voiture de livraison","McCamey (Texas)"
"167","Jouets à queue","Jouets Tailspin (Rockwall, Texas)","Boutique de nouveautés","Nejc Vosnik","(210) 555-0100","http://www.tailspintoys.com/Rockwall","Voiture de livraison","Paroi rocheuse (Texas)"
"168","Jouets à queue","Jouets Tailspin (Seagraves, Texas)","Boutique de nouveautés","Anindo Mazumdar","(210) 555-0100","http://www.tailspintoys.com/Seagraves","Voiture de livraison","Seagraves (Texas)"
"169","Jouets à queue","Jouets Tailspin (Sinclair, Wyoming)","Boutique de nouveautés","Nils Balodis","(307) 555-0100","http://www.tailspintoys.com/Sinclair","Voiture de livraison","Sinclair (Wyoming)"
"170","Jouets à queue","Jouets Tailspin (Eastchester, État de New York)","Boutique de nouveautés","Daniella Barbosa","(212) 555-0100","http://www.tailspintoys.com/Eastchester","Voiture de livraison","Eastchester (État de New York)"
"171","Jouets à queue","Jouets Tailspin (Ortley Beach, New Jersey)","Boutique de nouveautés","Raymond Lévesque","(201) 555-0100","http://www.tailspintoys.com/OrtleyBeach","Voiture de livraison","Plage d'Ortley (New Jersey)"
"172","Jouets à queue","Jouets Tailspin (Madrone, Nouveau-Mexique)","Boutique de nouveautés","Raymond Desforges","(505) 555-0100","http://www.tailspintoys.com/Madrone","Voiture de livraison","Madrone (Nouveau Mexique)"
"173","Jouets à queue","Jouets Tailspin (Wappingers Falls, État de New York)","Boutique de nouveautés","Raju Atluri","(212) 555-0100","http://www.tailspintoys.com/WappingersFalls","Voiture de livraison","Chutes Wappingers (État de New York)"
"174","Jouets à queue","Jouets Tailspin (Astor Park, Floride)","Boutique de nouveautés","Matyas Bohuslav","(239) 555-0100","http://www.tailspintoys.com/AstorPark","Voiture de livraison","Astor Park (Floride)"
"175","Jouets à queue","Jouets Tailspin (San Acacia, Nouveau-Mexique)","Boutique de nouveautés","Julio Corréa","(505) 555-0100","http://www.tailspintoys.com/SanAcacia","Voiture de livraison","San Acacia (Nouveau Mexique)"
"176","Jouets à queue","Jouets Tailspin (Malott, Washington)","Boutique de nouveautés","Banshari De","(206) 555-0100","http://www.tailspintoys.com/Malott","Voiture de livraison","Malott (Washington)"
"177","Jouets à queue","Jouets Tailspin (Orrtanna, Pennsylvanie)","Boutique de nouveautés","Ngai Lam","(215) 555-0100","http://www.tailspintoys.com/Orrtanna","Voiture de livraison","Orrtanna (Pennsylvanie)"
"178","Jouets à queue","Jouets Tailspin (Armstrong Creek, WI)","Boutique de nouveautés","Chanson Hyun-Doo","(262) 555-0100","http://www.tailspintoys.com/ArmstrongCreek","Voiture de livraison","Ruisseau Armstrong (Wisconsin)"
"179","Jouets à queue","Jouets Tailspin (Hiteman, IA)","Boutique de nouveautés","Gabriela Srbova","(319) 555-0100","http://www.tailspintoys.com/Hiteman","Voiture de livraison","Hiteman (Iowa)"
"180","Jouets à queue","Jouets Tailspin (Caselton, Nevada)","Boutique de nouveautés","Serkan senturk","(702) 555-0100","http://www.tailspintoys.com/Caselton","Voiture de livraison","Caselton (Nevada)"
"181","Jouets à queue","Jouets Tailspin (Heilwood, Pennsylvanie)","Boutique de nouveautés","Aahlada Thota","(215) 555-0100","http://www.tailspintoys.com/Heilwood","Voiture de livraison","Heilwood (Pennsylvanie)"
"182","Jouets à queue","Jouets Tailspin (Hayes Center, NE)","Boutique de nouveautés","Ayberk Sahin","(308) 555-0100","http://www.tailspintoys.com/HayesCenter","Voiture de livraison","Centre Hayes (Nebraska)"
"183","Jouets à queue","Jouets Tailspin (Tierra Verde, Floride)","Boutique de nouveautés","Kaan Tekin","(239) 555-0100","http://www.tailspintoys.com/TierraVerde","Voiture de livraison","Tierra Verde (Floride)"
"184","Jouets à queue","Jouets Tailspin (South Euclid, OH)","Boutique de nouveautés","Lata Khandke","(216) 555-0100","http://www.tailspintoys.com/SouthEuclid","Voiture de livraison","Euclide Sud (Ohio)"
"185","Jouets à queue","Jouets Tailspin (Vidrine, LA)","Boutique de nouveautés","Truman Eder","(225) 555-0100","http://www.tailspintoys.com/Vidrine","Voiture de livraison","Vidrine (Louisiane)"
"186","Jouets à queue","Jouets Tailspin (Placer, OR)","Boutique de nouveautés","Lorraine Paulet","(458) 555-0100","http://www.tailspintoys.com/Placer","Voiture de livraison","Placer (Oregon)"
"187","Jouets à queue","Jouets Tailspin (Brown City, Michigan)","Boutique de nouveautés","Biplab De","(231) 555-0100","http://www.tailspintoys.com/BrownCity","Voiture de livraison","Ville brune (Michigan)"
"188","Jouets à queue","Jouets Tailspin (Premont, Texas)","Boutique de nouveautés","Rachelle Brasseur","(210) 555-0100","http://www.tailspintoys.com/Premont","Voiture de livraison","Prémont (Texas)"
"189","Jouets à queue","Jouets Tailspin (Wilkes-Barre, Pennsylvanie)","Boutique de nouveautés","Sarah Charlton","(215) 555-0100","http://www.tailspintoys.com/Wilkes-Barre","Voiture de livraison","Wilkes-Barre (Pennsylvanie)"
"190","Jouets à queue","Jouets Tailspin (Teutopolis, Illinois)","Boutique de nouveautés","Ramesh Mukherjee","(217) 555-0100","http://www.tailspintoys.com/Teutopolis","Voiture de livraison","Teutopolis (Illinois)"
"191","Jouets à queue","Jouets Tailspin (Orchard Hill, Géorgie)","Boutique de nouveautés","Ester Ahmadien","(229) 555-0100","http://www.tailspintoys.com/OrchardHill","Voiture de livraison","Orchard Hill (Géorgie)"
"192","Jouets à queue","Jouets Tailspin (Optimo, Nouveau-Mexique)","Boutique de nouveautés","Daniel Magnusson","(505) 555-0100","http://www.tailspintoys.com/Optimo","Voiture de livraison","Optimo (Nouveau Mexique)"
"193","Jouets à queue","Jouets Tailspin (Knifley, Kentucky)","Boutique de nouveautés","Jack Charpentier","(270) 555-0100","http://www.tailspintoys.com/Knifley","Voiture de livraison","Knifley (Kentucky)"
"194","Jouets à queue","Jouets Tailspin (Naples Park, Floride)","Boutique de nouveautés","Thomas Fischer","(239) 555-0100","http://www.tailspintoys.com/NaplesPark","Voiture de livraison","Parc de Naples (Floride)"
"195","Jouets à queue","Jouets Tailspin (Lesslie, Caroline du Sud)","Boutique de nouveautés","Viollette Monty","(803) 555-0100","http://www.tailspintoys.com/Lesslie","Voiture de livraison","Lesslie (Caroline du Sud)"
"196","Jouets à queue","Jouets Tailspin (Howells, NE)","Boutique de nouveautés","Alinne Cardoso","(308) 555-0100","http://www.tailspintoys.com/Howells","Voiture de livraison","Howells (Nebraska)"
"197","Jouets à queue","Jouets Tailspin (Magalia, Californie)","Boutique de nouveautés","Mani Poddar","(209) 555-0100","http://www.tailspintoys.com/Magalia","Voiture de livraison","Magalia (Californie)"
"198","Jouets à queue","Jouets Tailspin (Buell, MO)","Boutique de nouveautés","Deakshitulu Mokkapati","(314) 555-0100","http://www.tailspintoys.com/Buell","Voiture de livraison","Buell (Missouri)"
"199","Jouets à queue","Jouets Tailspin (Antonito, Colorado)","Boutique de nouveautés","Cézar Pavel","(303) 555-0100","http://www.tailspintoys.com/Antonito","Voiture de livraison","Antoine (Colorado)"
"200","Jouets à queue","Jouets Tailspin (Tooele, UT)","Boutique de nouveautés","Fanni Benko","(385) 555-0100","http://www.tailspintoys.com/Tooele","Voiture de livraison","Tooele (Utah)"
"201","Jouets à queue","Jouets Tailspin (Skyway, Washington)","Boutique de nouveautés","Brenda Morgan","(206) 555-0100","http://www.tailspintoys.com/Skyway","Voiture de livraison","Skyway (Washington)"
"401","Jouets à bout d'aile","Wingtip Toys (siège social)","Boutique de nouveautés","Olga Alexandrova","(303) 555-0100","http://www.wingtiptoys.com","Voiture de livraison","Verger Mesa (Colorado)"
"402","Jouets à bout d'aile","Jouets à bout d'aile (Black Lick, PA)","Boutique de nouveautés","Maris Baltins","(215) 555-0100","http://www.wingtiptoys.com/BlackLick","Voiture de livraison","Black Lick (Pennsylvanie)"
"403","Jouets à bout d'aile","Jouets Wingtip (Queen Valley, Arizona)","Boutique de nouveautés","Réutilisateur Parsa","(480) 555-0100","http://www.wingtiptoys.com/QueenValley","Voiture de livraison","Vallée de la Reine (Arizona)"
"404","Jouets à bout d'aile","Jouets Wingtip (Penns Creek, Pennsylvanie)","Boutique de nouveautés","Duleep Srivastava","(215) 555-0100","http://www.wingtiptoys.com/PennsCreek","Voiture de livraison","Penns Creek (Pennsylvanie)"
"405","Jouets à bout d'aile","Wingtip Toys (Bourbonnais, IL)","Boutique de nouveautés","Miran Nikolic","(217) 555-0100","http://www.wingtiptoys.com/Bourbonnais","Voiture de livraison","Bourbonnais (Illinois)"
"406","Jouets à bout d'aile","Jouets Wingtip (Tuscaloosa, AL)","Boutique de nouveautés","Calin Bojin","(205) 555-0100","http://www.wingtiptoys.com/Tuscaloosa","Voiture de livraison","Tuscaloosa (Alabama)"
"407","Jouets à bout d'aile","Jouets Wingtip (Mooringsport, LA)","Boutique de nouveautés","Lang Le","(225) 555-0100","http://www.wingtiptoys.com/Mooringsport","Voiture de livraison","Mooringsport (Louisiane)"
"408","Jouets à bout d'aile","Jouets Wingtip (Rockwall, Texas)","Boutique de nouveautés","Bhaagyalakshmi Muppavarapu","(210) 555-0100","http://www.wingtiptoys.com/Rockwall","Voiture de livraison","Paroi rocheuse (Texas)"
"409","Jouets à bout d'aile","Jouets Wingtip (Orick, Californie)","Boutique de nouveautés","Dimitri Nechita","(209) 555-0100","http://www.wingtiptoys.com/Orick","Voiture de livraison","Orick (Californie)"
"410","Jouets à bout d'aile","Jouets Wingtip (Bernstein, Texas)","Boutique de nouveautés","Miroslav Kohout","(210) 555-0100","http://www.wingtiptoys.com/Bernstein","Voiture de livraison","Bernstein (Texas)"
"411","Jouets à bout d'aile","Jouets Wingtip (Edmund, WI)","Boutique de nouveautés","Fransje Mutlu","(262) 555-0100","http://www.wingtiptoys.com/Edmund","Voiture de livraison","Edmond (Wisconsin)"
"412","Jouets à bout d'aile","Jouets Wingtip (Bozeman Hot Springs, MT)","Boutique de nouveautés","Chati Ornlamai","(406) 555-0100","http://www.wingtiptoys.com/BozemanHotSprings","Voiture de livraison","Sources chaudes de Bozeman (Montana)"
"413","Jouets à bout d'aile","Jouets Wingtip (Truscott, Texas)","Boutique de nouveautés","Raine Knihtila","(210) 555-0100","http://www.wingtiptoys.com/Truscott","Voiture de livraison","Truscott (Texas)"
"414","Jouets à bout d'aile","Jouets à bout d'aile (Rose Tree, PA)","Boutique de nouveautés","Lan Chu","(215) 555-0100","http://www.wingtiptoys.com/RoseTree","Voiture de livraison","Rosier (Pennsylvanie)"
"415","Jouets à bout d'aile","Wingtip Toys (Leathersville, Géorgie)","Boutique de nouveautés","Maurice Anglais","(229) 555-0100","http://www.wingtiptoys.com/Leathersville","Voiture de livraison","Leathersville (Géorgie)"
"416","Jouets à bout d'aile","Jouets à bout d'aile (Necedah, WI)","Boutique de nouveautés","Irène Sepp","(262) 555-0100","http://www.wingtiptoys.com/Necedah","Voiture de livraison","Nécédah (Wisconsin)"
"417","Jouets à bout d'aile","Jouets à bout d'aile (Chetek, WI)","Boutique de nouveautés","Chandranath Bose","(262) 555-0100","http://www.wingtiptoys.com/Chetek","Voiture de livraison","Chetek (Wisconsin)"
"418","Jouets à bout d'aile","Jouets à bout d'aile (Yaak, MT)","Boutique de nouveautés","Ana Julijana Isa","(406) 555-0100","http://www.wingtiptoys.com/Yaak","Voiture de livraison","Yak (Montana)"
"419","Jouets à bout d'aile","Jouets Wingtip (Compass Lake, Floride)","Boutique de nouveautés","Gireesh Bhogireddy","(239) 555-0100","http://www.wingtiptoys.com/CompassLake","Voiture de livraison","Compass Lake (Floride)"
"420","Jouets à bout d'aile","Jouets Wingtip (Herlong, Californie)","Boutique de nouveautés","Premwadee Atitarn","(209) 555-0100","http://www.wingtiptoys.com/Herlong","Voiture de livraison","Herlong (Californie)"
"421","Jouets à bout d'aile","Jouets Wingtip (Highland Home, AL)","Boutique de nouveautés","Nishant Patil","(205) 555-0100","http://www.wingtiptoys.com/HighlandHome","Voiture de livraison","Maison des Highlands (Alabama)"
"422","Jouets à bout d'aile","Jouets à bout d'aile (Naches, WA)","Boutique de nouveautés","Rohan Das","(206) 555-0100","http://www.wingtiptoys.com/Naches","Voiture de livraison","Nachés (Washington)"
"423","Jouets à bout d'aile","Jouets Wingtip (Baldwin City, Kansas)","Boutique de nouveautés","Aamdaal Kamasamudram","(316) 555-0100","http://www.wingtiptoys.com/BaldwinCity","Voiture de livraison","Baldwin City (Kansas)"
"424","Jouets à bout d'aile","Jouets Wingtip (Heartwell, NE)","Boutique de nouveautés","Baebeesarasvati Kamasamudram","(308) 555-0100","http://www.wingtiptoys.com/Heartwell","Voiture de livraison","Heartwell (Nebraska)"
"425","Jouets à bout d'aile","Jouets à bout d'aile (Bethel Acres, OK)","Boutique de nouveautés","Marcello Dellucci","(405) 555-0100","http://www.wingtiptoys.com/BethelAcres","Voiture de livraison","Bethel Acres (Oklahoma)"
"426","Jouets à bout d'aile","Jouets Wingtip (Willow Valley, Arizona)","Boutique de nouveautés","Mee-Kyong Sin","(480) 555-0100","http://www.wingtiptoys.com/WillowValley","Voiture de livraison","Vallée des Saules (Arizona)"
"427","Jouets à bout d'aile","Jouets Wingtip (Athol Springs, NY)","Boutique de nouveautés","Ivica LuÄic","(212) 555-0100","http://www.wingtiptoys.com/AtholSprings","Voiture de livraison","Athol Springs (New York)"
"428","Jouets à bout d'aile","Jouets Wingtip (Paw Paw Lake, Michigan)","Boutique de nouveautés","Vinicius Corréa","(231) 555-0100","http://www.wingtiptoys.com/PawPawLake","Voiture de livraison","Lac Paw Paw (Michigan)"
"429","Jouets à bout d'aile","Jouets Wingtip (Lilbourn, MO)","Boutique de nouveautés","Fabio Pena","(314) 555-0100","http://www.wingtiptoys.com/Lilbourn","Voiture de livraison","Lilbourn (Missouri)"
"430","Jouets à bout d'aile","Jouets Wingtip (Lost River, ID)","Boutique de nouveautés","Lakshmi Roy","(208) 555-0100","http://www.wingtiptoys.com/LostRiver","Voiture de livraison","Rivière Perdue (Idaho)"
"431","Jouets à bout d'aile","Jouets Wingtip (Rosa Sánchez, PR)","Boutique de nouveautés","Selma Seppanen","(787) 555-0100","http://www.wingtiptoys.com/RosaSánchez","Voiture de livraison","Rosa Sánchez (Porto Rico - Territoire des États-Unis)"
"432","Jouets à bout d'aile","Jouets à bout d'aile (Vamo, FL)","Boutique de nouveautés","Baie Ly","(239) 555-0100","http://www.wingtiptoys.com/Vamo","Voiture de livraison","Vamo (Floride)"
"433","Jouets à bout d'aile","Jouets à bout d'aile (Balko, OK)","Boutique de nouveautés","Adirake Saenamuang","(405) 555-0100","http://www.wingtiptoys.com/Balko","Voiture de livraison","Balko (Oklahoma)"
"434","Jouets à bout d'aile","Jouets Wingtip (Lime Lake, État de New York)","Boutique de nouveautés","Tarja Penttila","(212) 555-0100","http://www.wingtiptoys.com/LimeLake","Voiture de livraison","Lac Lime (État de New York)"
"435","Jouets à bout d'aile","Jouets Wingtip (Teutopolis, Illinois)","Boutique de nouveautés","Devendranath Huq","(217) 555-0100","http://www.wingtiptoys.com/Teutopolis","Voiture de livraison","Teutopolis (Illinois)"
"436","Jouets à bout d'aile","Jouets à bout d'aile (Gargatha, Virginie)","Boutique de nouveautés","Enes Olsson","(276) 555-0100","http://www.wingtiptoys.com/Gargatha","Voiture de livraison","Gargatha (Virginie)"
"437","Jouets à bout d'aile","Jouets à bout d'aile (Cadogan, Pennsylvanie)","Boutique de nouveautés","Vanja Grgic","(215) 555-0100","http://www.wingtiptoys.com/Cadogan","Voiture de livraison","Cadogan (Pennsylvanie)"
"438","Jouets à bout d'aile","Jouets Wingtip (Lucasville, OH)","Boutique de nouveautés","Dayaram Mishra","(216) 555-0100","http://www.wingtiptoys.com/Lucasville","Voiture de livraison","Lucasville (Ohio)"
"439","Jouets à bout d'aile","Jouets à bout d'aile (Cylon, WI)","Boutique de nouveautés","Mina Omidzadeh","(262) 555-0100","http://www.wingtiptoys.com/Cylon","Voiture de livraison","Cylon (Wisconsin)"
"440","Jouets à bout d'aile","Jouets à bout d'aile (Asher, OK)","Boutique de nouveautés","Kadir utilement","(405) 555-0100","http://www.wingtiptoys.com/Asher","Voiture de livraison","Asher (Oklahoma)"
"441","Jouets à bout d'aile","Jouets à bout d'aile (Keosauqua, IA)","Boutique de nouveautés","Kajsa Jakobsson","(319) 555-0100","http://www.wingtiptoys.com/Keosauqua","Voiture de livraison","Keosauqua (Iowa)"
"442","Jouets à bout d'aile","Jouets Wingtip (Homer City, Pennsylvanie)","Boutique de nouveautés","Rahul Ghate","(215) 555-0100","http://www.wingtiptoys.com/HomerCity","Voiture de livraison","Homer City (Pennsylvanie)"
"443","Jouets à bout d'aile","Jouets Wingtip (Berville, Michigan)","Boutique de nouveautés","Lien Banh","(231) 555-0100","http://www.wingtiptoys.com/Berville","Voiture de livraison","Berville (Michigan)"
"444","Jouets à bout d'aile","Jouets Wingtip (Thé, SD)","Boutique de nouveautés","Divyendu Chakraborty","(605) 555-0100","http://www.wingtiptoys.com/Tea","Voiture de livraison","Thé (Dakota du Sud)"
"445","Jouets à bout d'aile","Jouets à bout d'aile (Dacono, CO)","Boutique de nouveautés","Une bouse ONG","(303) 555-0100","http://www.wingtiptoys.com/Dacono","Voiture de livraison","Dacono (Colorado)"
"446","Jouets à bout d'aile","Wingtip Toys (Saint Landry, LA)","Boutique de nouveautés","Chetana Kamath","(225) 555-0100","http://www.wingtiptoys.com/SaintLandry","Voiture de livraison","Saint Landry (Louisiane)"
"447","Jouets à bout d'aile","Jouets à bout d'aile (Pièce de monnaie, IA)","Boutique de nouveautés","Premwadee Saowaluk","(319) 555-0100","http://www.wingtiptoys.com/Coin","Voiture de livraison","Pièce de monnaie (Iowa)"
"448","Jouets à bout d'aile","Jouets Wingtip (Salt Wells, NV)","Boutique de nouveautés","Jae-Hwa Min","(702) 555-0100","http://www.wingtiptoys.com/SaltWells","Voiture de livraison","Puits de sel (Nevada)"
"449","Jouets à bout d'aile","Jouets Wingtip (Delray, Virginie-Occidentale)","Boutique de nouveautés","Catalina Nechita","(304) 555-0100","http://www.wingtiptoys.com/Delray","Voiture de livraison","Delray (Virginie occidentale)"
"450","Jouets à bout d'aile","Jouets Wingtip (Mount Summit, IN)","Boutique de nouveautés","Constanza Laureano","(219) 555-0100","http://www.wingtiptoys.com/MountSummit","Voiture de livraison","Mont Summit (Indiana)"
"451","Jouets à bout d'aile","Jouets à bout d'aile (Smoot, Wyoming)","Boutique de nouveautés","Aakriti Bhamidipati","(307) 555-0100","http://www.wingtiptoys.com/Smoot","Voiture de livraison","Smoot (Wyoming)"
"452","Jouets à bout d'aile","Jouets Wingtip (Lake Davis, Californie)","Boutique de nouveautés","Himadri PrabhupÄda","(209) 555-0100","http://www.wingtiptoys.com/LakeDavis","Voiture de livraison","Lac Davis (Californie)"
"453","Jouets à bout d'aile","Wingtip Toys (Stanardsville, Virginie)","Boutique de nouveautés","Bryan Helms","(276) 555-0100","http://www.wingtiptoys.com/Stanardsville","Voiture de livraison","Stanardsville (Virginie)"
"454","Jouets à bout d'aile","Jouets à bout d'aile (Corcovado, PR)","Boutique de nouveautés","Harri Kask","(787) 555-0100","http://www.wingtiptoys.com/Corcovado","Voiture de livraison","Corcovado (Porto Rico - Territoire des États-Unis)"
"455","Jouets à bout d'aile","Jouets Wingtip (Taft Heights, Californie)","Boutique de nouveautés","Ilse Sandell","(209) 555-0100","http://www.wingtiptoys.com/TaftHeights","Voiture de livraison","Taft Heights (Californie)"
"456","Jouets à bout d'aile","Jouets Wingtip (West Hempstead, État de New York)","Boutique de nouveautés","Subhash Matondkar","(212) 555-0100","http://www.wingtiptoys.com/WestHempstead","Voiture de livraison","West Hempstead (État de New York)"
"457","Jouets à bout d'aile","Jouets à bout d'aile (Portales, Nouveau-Mexique)","Boutique de nouveautés","Eesvaraavu Ankitham","(505) 555-0100","http://www.wingtiptoys.com/Portales","Voiture de livraison","Portales (Nouveau Mexique)"
"458","Jouets à bout d'aile","Jouets à bout d'aile (Coker, AL)","Boutique de nouveautés","Miguel Páez","(205) 555-0100","http://www.wingtiptoys.com/Coker","Voiture de livraison","Cokéfacteur (Alabama)"
"459","Jouets à bout d'aile","Jouets Wingtip (Haydenville, OH)","Boutique de nouveautés","Tobias Gruber","(216) 555-0100","http://www.wingtiptoys.com/Haydenville","Voiture de livraison","Haydenville (Ohio)"
